Month,Equity_Market_Neutral,Equity_Long_Short,Fixed_Income_Arbitrage,Macro,Managed_Futures,Credit,Mergers_Special_Situations,Multi_Strategy
2020-12-01,0.0011964336828662308,0.036854291003155806,-0.0029307290949096053,0.03470283194517032,-0.026880662161236763,0.04258652218603055,-0.025945287738665997,0.036827693010404894
2021-01-01,0.008628684086226995,0.01786505250799815,-5.183142141784898e-5,-0.03062769358882419,-0.016063005735659497,0.049137965195006766,0.04382587238731856,-0.031254790658043825
2021-02-01,0.004552370751548186,0.006954493777465402,0.006752266564946533,-0.015563206417934388,0.04022985436676813,-0.010824479558492332,0.016287238795006743,0.02989416446432208
2021-03-01,-0.009847471637777726,-0.04348914325362875,0.03005285822368204,-0.006313802698152299,0.029703688512834642,-0.038909153636523565,0.03397459665073106,0.010977542090176923
2021-04-01,0.03184897076581784,0.042533102673832396,0.007076809140284945,0.021925337029291902,0.00380782051549944,-0.055749078982575154,-0.03805212140806464,0.014029013703523677
2021-05-01,0.019795745497003896,-0.025443823243114665,0.02231967335630125,0.00734328405576402,-0.024262975625448414,-0.0011053745918204493,-0.008877385017979167,0.019723469780560884
2021-06-01,-0.03913161477215421,0.030875865498617823,0.017093279070388625,-0.024397558890351494,0.014067897108257324,0.005798255557127954,-0.005464404865692609,0.010229012790858225
2021-07-01,0.010619728828187916,0.07449371180803922,0.005404729474446753,0.042831380924282576,0.030310477263148627,0.018571044125404074,-0.02276543044389955,0.006850178250075763
2021-08-01,-0.004016086832182529,-0.0053473781908103726,-0.017053057095914294,0.036951058479755584,-0.04265534770970823,0.022732051844546804,0.04246697433836595,0.023884495312327038
2021-09-01,-0.018012930908920595,0.043480979839043477,-0.00412206547287923,0.01892596850822676,0.005920196953314704,-0.011386869403478442,-0.020858284485228758,0.027037867594478116
2021-10-01,-0.006522934901259043,0.017306067987322947,-0.002360263344365037,0.03983790895979064,0.014324038643337294,-0.030212711558564462,0.015335199396599598,0.027166484055170807
2021-11-01,-0.019782035623510892,-0.037658292740504744,0.005871290156986405,-0.019901775388916184,0.02056888729899653,0.018900098197757863,0.03265262142367062,0.06362585194891116
2021-12-01,-0.01833586199159399,-0.046501012013372124,0.02549010918070095,0.018140152366961773,-0.02687604269974395,0.022924301364185006,0.02207996463318885,0.03652296658639286
2022-01-01,-0.012778699436070493,-0.0538825715097571,0.042345195525536505,-0.003844778934443193,0.02138897156372442,-0.039507678769074184,-0.0064460518231342166,0.017280653022142774
2022-02-01,-0.03420750377907534,-0.02297251801563701,0.03284823543731019,0.021924682259379175,0.05814436055815405,-0.005858898914212403,0.027958692758192103,-0.036153329475938134
2022-03-01,0.007044355998300702,-0.03868713525991241,0.006687559078796853,0.008464387585373979,0.03964172944721127,-0.02736275977103765,0.015157368288324615,0.051969593428297677
2022-04-01,0.00703757563503089,0.018211726772345484,-0.020279155025484878,0.023116895342861068,-0.01630985241231479,-0.06829974557801702,-0.015924209666821523,-0.00439107190100072
2022-05-01,-0.01894785886232922,0.08879200911846216,-0.00245961346362464,0.043611319445057015,0.006542577045043685,-0.010943580359146731,-0.03201439032840971,0.05299631810733156
2022-06-01,0.01806258463996703,-0.01078575269667239,0.006492146999736954,0.014504516146933875,0.03135437953661175,7.507946528134644e-4,0.06655026030019962,0.02317698037020214
2022-07-01,0.011050185809050338,0.027026807604273145,0.018724409760985234,0.033939869153189084,0.0016072522367035005,-0.0057699751616599616,-0.002354723060603226,0.05370188309166252
2022-08-01,-0.0020227004201396627,0.038858448098017404,0.02171036050336259,-0.01732287704806166,-0.06257714561185632,-6.27283009796236e-4,-0.03311940299722558,0.0038118435674578087
2022-09-01,0.02063762418214033,0.038817308293964854,0.017835677491583227,-0.015904686420512716,0.021830195897870847,0.029137770664867203,0.018658969355896306,0.018545431575537424
2022-10-01,0.02182246306030836,-0.011542895086128987,-0.013745547497833688,0.040399505500601916,-0.012000012117075458,0.0203504523253919,0.02007624164277802,0.012479102483126666
2022-11-01,0.016562306022663863,0.006930433286327578,0.016770090934716958,0.02311460042571862,-0.009960175487754318,-0.009574552429008367,-0.014247410897714984,0.003195338259690448
2022-12-01,0.018897738970260425,0.013046717803646659,3.786508470633625e-4,-0.04108265042569953,0.08301548324886684,-0.030982037291039974,-0.029519182659610423,5.297161067424616e-7
2023-01-01,0.005076027027556183,0.025788242709551677,0.008059905587125172,-0.03671746638719929,0.003351006241288859,-0.009571221630182782,-0.007554650760000853,0.02570753739395277
2023-02-01,-0.0035239889899023567,0.008070480178433512,0.007324258216318535,-0.0067630186671678895,0.03735823589497814,0.014027237174230666,0.031515367654149834,0.012979440921093828
2023-03-01,-0.0023519059652017324,0.04752387893311198,0.012554927296189435,0.02589188137492862,-0.029008359250855372,-0.035543312346914574,0.029548540566025544,-0.038379930713427685
2023-04-01,-0.010608340069865904,0.017758075813451263,0.007025617472011043,0.008231294882105163,-0.012390198666002335,-0.005629990069998265,0.010335644333151425,-0.011114468678627847
2023-05-01,-0.015383290149969734,0.04439435433744182,-0.018909564716583838,0.022850945776937352,0.00814003720873092,0.030543162778046723,-0.011409150090750293,0.009236430207673903
2023-06-01,-0.004000352899830385,-0.0080990661649781,0.014556482999943249,0.034145323600083106,-0.032845509764250595,0.012140328565764436,0.020118160426044834,0.02471687166704998
2023-07-01,-0.02341009852220515,-0.025389853254439196,0.012646046825239461,0.05420543544159011,-0.020894734086965447,-0.02251907418809744,0.015165850206884518,0.022547033370468293
2023-08-01,0.04070907144429416,0.0989605811935071,0.0026798303033506114,0.017841505420192073,0.001312550892715,-0.010175980066327613,0.022611217960382117,-0.019866454076524695
2023-09-01,0.030420320605722178,0.024296254622684935,0.0074401506960352715,0.007868753429515941,0.03991218288068686,0.02779307206938056,0.009801791263070679,0.009550264530883867
2023-10-01,-0.011409467618628662,0.021342231615587192,0.008154594750130476,-0.03665718329265356,-0.032361590037783425,0.03199388996373525,0.03108621614744105,0.023640070172496898
2023-11-01,-0.01151224972634253,0.037966474530338516,0.00953075150342808,7.517531936649764e-4,-0.010717159739091158,0.04986284864138244,-0.009125149179385724,0.0346097168904328
2023-12-01,-0.01770863063571103,0.007534915812539139,0.030965767640005096,-0.008545900808656089,0.04625036983826113,0.01874090990549144,9.642378266002082e-4,0.017654154653539395
2024-01-01,0.015746655353116586,0.030061186578217186,0.005210821079998373,-0.0204594197318335,-0.007064697123764907,0.020751159176598685,0.02309222680227545,-0.005007713919260449
2024-02-01,-1.3772562550135817e-4,0.03318926608412242,0.0084420628662697,-0.0029895397225552078,0.02362404270891747,-0.015644489416941118,0.03922453702627983,0.04273500234591507
2024-03-01,0.006428507549486567,0.02560152651509993,0.023769964382663364,0.0303756713740804,0.04739930825104154,-0.0043804423418226865,-0.029022051624720418,-0.02592520645263857
2024-04-01,0.0014288002049008862,0.010276563003470563,0.023589711788920123,-0.03814357794239849,0.023246371700601592,-0.006424494839200889,8.805934170779011e-4,-0.010253969013628865
2024-05-01,-0.006546914730473861,0.009535380773281858,0.024937917834597374,-0.012710697768615418,0.04778905185326262,-0.045254807889885035,0.019821153461629163,0.01724307713973702
2024-06-01,0.03184942657508301,0.07905583176997807,-7.682282324336116e-4,0.005973792535844577,0.01108628736684933,-0.0037734881514725773,-0.02773982067660899,-0.03167877274092709
2024-07-01,0.0024658335295742197,0.010604970426222552,0.03536041813114908,-0.015535430744204909,-0.005408067071668578,0.05935976381135935,0.022335333603714133,0.0073321673476914005
2024-08-01,0.03350743265198549,-0.012651401630610539,0.009936554877067653,0.010840487413639646,-0.0882169111529467,0.03808857284353776,-0.005264127196952226,0.04585133361323396
2024-09-01,-0.020576539698977995,8.16436972760752e-4,0.0343964331583097,0.018053845498121196,-0.0012726735044454214,0.05488043705844352,0.03353172644223229,0.023160512344548023
2024-10-01,0.0074464952564218655,0.018800401459248793,-0.011423896974629703,0.008384865117724447,0.018052585225202682,0.01449606487039843,0.025172233476756525,-0.0011813944373572109
2024-11-01,0.00315596296569327,0.026321921031920534,0.004572364097850592,-0.0543704818204558,0.031152573701269334,-0.013595149674630573,0.03089219802189377,0.015961699417643638
2024-12-01,0.0032554378253634615,0.006588068166306365,0.02460595497432329,0.05901235728257479,-0.005578215026296283,-0.01890133649681373,0.015935106539783066,0.0016592471017189928
